,Tweet
193,"Kenapa calon tunggal di Pilkada makin banyak? Simak diskusi seru antara Khoirunissa Agustyati, Heroik Mutaqim, dan Feri Amsari tentang solusi di balik putusan MK! #Pilkada #Demokrasi"
194,Pemerintah ikuti putusan MK
195,"Orang PKS ini enggak paham, kekecewaan saya dan yg lainnya kepada PKS itu bukan hanya soal Anies, kami kecewa karena
~ PKS mendukung Bobby yg Dinastinya Jokowi
~ Mendukung Kaesang yang akhirnya batal karena putusan MK
~ Mendukung Marcel yg tukang antar jemput lonte akhirnya batal"
196,"Ayo 
@KPK_RI
 diusut adakah relasinya dengan proyek2 pak JK, atau tiap putusan MK waktu itu yg menguntungkan pihak JK."
197,Pemrintah tegas ikuti putusan MK
199,"Sblm putusan MK ada ""potensi"" bbrp daerah lawan kotak kosong
Misal jakarta, pks usung anies kurang suara,nasdem pkb gak jelas sikap akhir
Pdip blm dpt tmn,usung sendiri gak bs.
Waduh ributnya mnt  ampun,tuduhan ke istana keras
Skrg ada yg lwn kotak ksong.
Misal surabaya, diem !!!"
200,"Sementara itu, anggota CALS, Herdiansyah Hamzah menduga bahwa DPR ingin mengooptasi MK melalui wacana evaluasi ini. “Padahal, mereka lupa, justru putusan MK inilah yang memberi ruang bagi demokrasi untuk bertahan dari para kartel politik,"" tegasnya."
201,kenapa ini muncul pas gue sudah submit... 
202,ini ada batas usia ga bang??
203,noted prof... kulik lagi LK perusahaan2 di bursa 
204,gua liat lagi ini kemaren pas main ke tempat temen
205,hatur nuhun pelajarannya pak 
206,"Masih inget menjelang putusan mk pilihan presiden 2019, yang lord bilang ada puluhan teroris masuk jakarta, pas di ketok jadi, terorisnya ilang, nah sekarang muncul lagi"
207,7. nunggu putusan MK
208,SETELAH AKUHHH.... BEREPOT2 KEMAREN.... NGURUSIN INI ITU PAS LIBUR............. ACARANYA.... DICANCEL....... BYEEEEEEE
209,"Blunder PKS :
1. Mendukung Marshel (dibatalkan)
2. Mendukung Bobby N.
3. (Wacana) mendukung Kaesang.
4. Meninggalkan Anies RB (incumbent) yg pada periode 1 merupakan teman seiring seperjuangan. 
5. (Jika) bergabung dgn KIM di pemerintahan Prabowo (katanya menolak putusan MK)."
210,Presiden Jokowi tegaskan ikuti putusan MK
211,"Turun pas saat2 genting, pas demo omnimbus law, sekarang setelah putusan mk tentang pilkada "
212,Eh ini peraturan lama gsi ada putusan mk?
213,"DPR batal sahkan RUU Pilkada, Jokowi tegaskan ikuti putusan MK!!"
214,"putusan MK yang naikin gibran kemaren juga ngaco kan ya?
jawablah jawablah wahai bapak2 tua bangka"
215,"sebagai respons dianulirnya putusan MK oleh Badan Legislasi (Baleg) DPR RI.

Fyi, Erina saat ini tengah mempersiapkan studi S2-nya di negara tersebut.

Bagaimana perspektif Teman Alinea soal itu? Silakan lanjut di kolom komentar. 

#AlineaParadox"
216,Siap mengobrak-abrik putusan MK dan UU
217,"pengetahuan publik soal otonomi daerah 0 besarr 

minimal baca putusan MK bang Mendagri tidak bisa batalin Perda, skrg mekanisenya executive preview. Kalopun mau batalin bisa, tapi lewat JR ke Mahkamah Agung.

Dulu muncul kasus karena ada dualisme pembatalan perda"
218,"Jumat berkah mediokers, 

Minsems cm mau sampaikan satu hal. Putusan MK menurunkan ambang batas parlemen daerah tidak menjamin  mrk yg berambisi berkuasa bisa berkompetisi, dan angka kotak kosong tetap msh tinggi

Salam "
219,Presiden menegaskan pertimbangan hukum dari putusan MK juga menyatakan bahwa tuduhan tuduhan Kepada pemerintah telah dinyatakan tidak terbukti.
220,laporan target closingan minggu lalu sudah? kok saya belum liat di meja saya..
221,"Kirain RS VS JA, bakal seru kalo ini terjadi, tp ternyata jadi koalisiian, JA udah niat banget mau jadi Cabup via Golkar, tapi endingnya jadi Cawabup nya RS, pergantian ketum Golkar dan Putusan MK merubah kontestasi Pilbup.
#Pilkada2024AmanDamai 
#PilkadaDamai2024 
#pilbupbogor"
222,"Serius !! Jaringan Mulyono sudah mati secara electable, jangan harap bisa memenangkan hasil pemilu pilkada jika diselenggarakan sesuai putusan MK & UUD"
223,pp
224,"Poin 9 : Hari Senin Deklarasi RAKUS (Ridwal Kamil-Suswono), hari Selasa putusan MK threshold 7.5%, aduh aduh PKS kok ga sabar menunggu putusan MK dulu sebelum deklarasi atau perjanjian RAKUS ini bapak?? Sya pemilih PKS krn prinsipnya pak. Dan sya kecewa dan tidak memilih lagi."
225,"Kewenangan tertinggi yg diberi UU itu adl MK? Maksud anda MK punya kewenangan membentuk, mengubah atau merevisi UU? Jk demikian, amar putusan MK atas gugatan aturan batas usia di UU Pilpres adalah sah dan legal. Demikian pula dg amar putusan MK terkait gugatan pd UU Pilkada?"
226,"1. STOP hobimu main tuduh meski berbeda pendapat. 
2. STOP hobimu main umpat hujat hina. 
3. STOP mengatasnamakan seluruh rakyat & mahasiswa. 
4. STOP sok tau. 
5. STOP berpikir DUNGU. 

Gue tanya, point apa saja yg menjadi amar putusan MK terkait UU Pilkada?"
227,Warga Jakarta Kawal Putusan MK Tentang Pilkada Dengan Deklarasi Pemilu Damai
228,Warga Jakarta Kawal Putusan MK Tentang Pilkada Dengan Deklarasi Pemilu Damai
229,"ayok bang bikin tag, kita naikin seperti kawal putusan MK kemarin"
230,"SUDAH BENER-BENER RUSAK DAN KEBLINGER.
KPK MAU PANGGIL KAESANG, 
DPR INGATKAN JANGAN BIKIN GADUH!

Rocky Gerung Official

Lha bukannya DPR sendiri yg belum lama ini BIKIN GADUH dengan mau menganulir 
PUTUSAN MK "
231,Ohh jadi tau yg pecahan fokus kawal putusan MK kemarin. Ternyata tugas uki.
232,"Hal kek gini udah mendarah daging, dan umum untuk indonesia. Semoga dengan putusan MK kemaren, akan memberikan angin segar buat demokrasi, dan rakyat punya pilihan banyak, konstitusi dan hukum agar tidak dikebiri oleh bandit politjk"
233,"requirements karyawan gue nanti
- wibu/kpopers/bookish
- any pronouns
- menyertakan bukti screenshot ikut serta dalam tolak putusan mk 
- bisa baking (opsional)"
234,"Gak papa, yg penting tetap kawal putusan MK !!!"
235,"Sorry oot, itu surat putusan mk salah ketik atau gimana? 1971 tapi berusia 46 pas 2019."
236,Ketika PaKe eS tidak bisa mengusung AMAN sendiri.. Kami berdoa.. Allah mengabulkan doa kami dengan putusan MK no. 60 tahun 2024. Trus PaKe eS kok malah nyebur ke kolam ceboong.. Bhuhaha.. Dunia sementara.. Akhirat selamanya.. Loohh.. Ustadz - ustadz PaKe eS...
237,"Jan batele2 juo ang Tif, partai angku tuh kalau indak ikuik berkoalisi indak buliah ikuik pileg tahun 2029,  makonyo tapaso bagabuang samo koalisi dinasty mulyono ko, tanyato ado putusan MK, barangko lah talonsong ta.akan cirik barandang"
238,"Fadli Ramadanil & Ninis: Bersama Feri Amsari, kedua ahli ini berikan analisis mendalam tentang putusan MK 60 & 70."
239,"Deklarasi #AMAN 
@aniesbaswedan
-
@msi_sohibuliman
 oleh 
@PKSejahtera
 bukan Perjanjian?
Perjuangkan AMAN sampai Tuntas, jangan mundur sebelum pertarungan selesai.Allah SWT sdh kasih jalan dg terbitnya Putusan MK.Kenapa ngga dimanfaatkan utk kembali berjuang bersama #AMAN?"
240,"nanti dm aja ya kak, atu rep. aku mau tau detail buku dan halamannya "
241,kak aku mau yang makro mikro dong plas. ada shopee ga?
242,"Nomor 14,pantang melanggar perjanjian, la perjanjian awal kalian sebelum putusan MK dilupakan begitu saja? "
243,"Pak ust 
@tifsembiring
 dr 16 point yg diungkapkan mgkn masy awam msh blum phm: knp PKS mdkung rezim dinasti? Ada putusan MK 60, knp tak dimanfaatkan dgn baik peluang PKS tuk usung pak Anies /usung kader sendiri di DKI -1 '24? Bgitu pula di Sumut -1 knp PKS  tak usung kader sndiri?"
244,"Setelah putusan MK, PKS harusnya secara santun minta ma'af kpd KIM utk tdk jadi mendukung RK dan kembali mendukung AMAN."
245,LUCU X TADI KELAS B ditanya contoh disintegritas terus temen jawab di depan kelas jawabannya demo mahasiswa terhadap putusan MK terus satu kelas nyentak HIDUP MAHASISWAAAA
246,"marahan gara-gara demo reformasi dikorupsi, baru ngobrol lagi gara-gara kawal putusan MK"
247,"Iya bukti nyata, pks salah satu partai yg menolak putusan mk dan menyerang putusan mk dgn menyebutkan mk tdk berhak membuat norma baru dlm uu sebelum demo besar2an mahasiswa. Padahal mk sdh membuat sebelumnya utk gibran dan syah."
248,Kalo gw sih yakin skenario awal nya ini supaya org ini lolos aja gitu gak tau siapa di balik itu... tp skenario berubah pas putusan MK
249,"Tweet ini nanti juga kalau di baca 2 tahun lagi, bakal diketawain banyak orang!

Setelah 2010/2024 Lo mau apain?
Masih Mak jilat?
Apa iya masih mak pakai ?

Tunggu kejutannya di Agustus! Eh ternyata di Agustus ada putusan MK, ya gak jadi deh! "
250,udah ada putusan MK masa dki ga bisa nyalonin cagub nya dari kader
251,"Tanggal 20/08/24 Putusan MK 60&70 diputuskan jadi hanya selisih satu hari. Mengapa tidak bisa menunggu hanya 1 hari saja toh putusannya pun sangat menguntungkan PKS. Dan anehnya anggota dewan dari PKS di baleg justru malah mendukungan untuk penolakan putusan MK tersebut.

Aneh "
252,Putusan MK Bikin PKS Goyang Kembali Dukung Anies
253,Putusan MK final dan mengikat yah guys.
254,Putusan MK Bikin PKS Goyang Kembali Dukung Anies
255,"Orang PKS ini enggak paham, kekecewaan saya dan yg lainnya kepada PKS itu bukan hanya soal Anies, kami kecewa karena
~ PKS mendukung Bobby yg Dinastinya Jokowi
~ Mendukung Kaesang yang akhirnya batal karena putusan MK
~ Mendukung Marcel yg tukang antar jemput lonte akhirnya batal"
256,"KPU, Bawaslu, DPR dan pemerintah sepakati rancangan PKPU pilkada sesuai putusan MK!!"
257,Taat pada putusan MK yang Final dan Mengikat Presiden Jokowi tak terpikir bentuk Perppu
258,"DPR - KPU setujui PKPU Pilkada semua merujuk putusan MK

#MenjagaPutusanMK"
259,"no 14 juga parpol sudah berkhianat karena mendadak perjuangkan UU Pilkada yang awalnya akan menganulir putusan MK kan? Tapi kalian bergeming, apakah karena tawaran menteri juga menggiurkan?

Yg sudah biarlah sudah, yg jelas konstituen PKS sebagian besar kecewa. Terima konsekuensi"
260,"Setelah adanya putusan MK, PKS sebenarnya punya peluang kembali mengusung Anies Baswedan di Pilgub Jakarta tanpa harus berkoalisi dengan parpol lain. 
@tifsembiring
  memberikan penjelasan mengapa PKS akhirnya tetap mengusung RK-Suswono. 

https://news.republika.co.id/berita/sjbyfu409/mengapa-pks-tak-kembali-usung-anies-di-pilgub-jakarta-usai-putusan-mk-ini-cerita-tifatul…?"
261,"kita mah cuma ngasih pandangan aja,

Pilkada DJK itu bukan 'soal SATU pilkada' saja Pak. Ini perjuangan perubahan atas tangan oligarki yang bekerja lewat kekuasaan. Terbukti kan setelah putusan MK yg baru ada perasaan menyesal dan ingin balik kanan tapi sudah kadung ttd."
262,Gak percaya lagi apapun yang kamu katakan Jokowi sejak anakmu pakai putusan MK dan naik jet
263,"Wkwk jadi kalo mau kritis harus selevel tuhan wkwk, banyak bagi-bagi kekuasaan, resufle kabinet mepet dengan waktu mundur jabatan, ada gerakan DPR untuk menganulir keputusan MK, padahal putusan MK buat Kakak pertama DPR anteng. ekonomi chaos masih bilang baik-baik saja??"
264,"Itu MK sebagai wasit sudah memutuskan ya manut kenapa sich susah bener, giliran putusan MK terkait pilkada kita suruh manut. perkara menuduh itu blm pasti curang, butuh pembuktian dan sudah melalui MK. Konteks nya apa bahasnya apa... Bener2 dah kaga makan apa terus konflik?"
265,"#Rilis | Fahri Hamzah: Putusan MK Memastikan Otonomi Daerah Menjadi Lebih Bermakna https://facebook.com/100069016155908/posts/pfbid0fjmEcFAQNzpTbDPthWN75hFgKGMYS5r1jncAt8d6M6pedToCgTsoRo2QPWH2nTWEl/…
@anismatta
 @Fahrihamzah"
266,"Allah mengabulkan doa kita.. Akhirnya keluar putusan MK no. 60 tahun 2024.. PaKe eS bisa mencalonkan sendiri..
Trus PaKe eS... Kemana..setelah bisa mencalonkan sendiri.. ??
Kok malah ngemis di ajak gabung KIM..??
Anies dan Shohibul Iman..?.
Bhuhaha.. Lidah tak bertulang..."
267,"Pemerintah Ikuti Putusan MK

jagapersatuan untuknkri

#AwasiPilkada2024
#SukseskanPilkada2024
#Pilkada2024kondusif
#MenjagaPutusanMK"
268,"Pemerintah Ikuti Putusan MK

jagapersatuan untuknkri

#AwasiPilkada2024
#SukseskanPilkada2024
#Pilkada2024kondusif
#MenjagaPutusanMK"
269,"Sewenang-wenang apa tdk krn partai itu bnyk sekali hitung2anya bung ga bs di lihat dg mata telanjang bgtu saja dan andai saja putusan MK sblm tanda tangan deklarasi RK Suswono maka akan mudah keluar, seperti di Banten dan Jabar"
270,"Lanjutkan dong kronologinya:
# pks gabung kim d jkrta n banten
# Keluar putusan mk menolak perubahan usia cagub
# pks menolak putusan mk, mk tdk berhak mmbuat norma dlm undang2
# Demo save putusan mk, pks balik arah dukung mk
# pks keluar dr kim di banten, tetap dgn kim d jkrt"
271,Ke Mana Suara Netizen X dan Tiktok dalam Putusan MK dan Pilkada?
272,"Pemerintah Ikuti Putusan MK

jagapersatuan untuknkri

#AwasiPilkada2024
#SukseskanPilkada2024
#Pilkada2024kondusif
#MenjagaPutusanMK"
273,"Pemerintah Ikuti Putusan MK

jagapersatuan untuknkri

#AwasiPilkada2024
#SukseskanPilkada2024
#Pilkada2024kondusif
#MenjagaPutusanMK"
274,"Pemerintah Ikuti Putusan MK

jagapersatuan untuknkri

#AwasiPilkada2024
#SukseskanPilkada2024
#Pilkada2024kondusif
#MenjagaPutusanMK"
275,Termasuk itu PKS anggota DPRnya menyalahkan putusan MK tp ujungnya dukung putusan MK demi rakyat katanya
276,Fahri Hamzah: Putusan MK Memastikan Otonomi Daerah Menjadi Lebih Bermakna
277,"Mereka terkaget-kaget dengan Putusan 
@officialMKRI
 No 60 dan No 70 yang didukung masyarakat luas. Upaya penolakan Putusan MK ternyata berisiko menyebabkan chaos, suatu hal yang ditakutkan 
@jokowi
  sebagaimana tragedi Juli 1998"
278,Fahri Hamzah Sebut Putusan MK Memastikan Otonomi Daerah Menjadi Lebih Bermakna
279,Presiden Jokowi sudah menegaskan pilkada 2024 ini mengikuti Putusan MK.
280,Pilkada 2024 ikut putusan MK.
281,"Presiden Jokowi tegaskan pilkada ikuti putusan MK, tak juga terbitkan Perppu: pikiran saja nga ada"
282,Legislator PDI Perjuangan TB Hasanuddin Bongkar 'Akal-akalan' Baleg DPR Ubah Putusan MK https://gesuri.id/pemilu/legislator-pdi-perjuangan-tb-hasanuddin-bongkar-akal-akalan-baleg-dpr-ubah-putusan-mk-b2kDgZQhW?utm_source=dlvr.it&utm_medium=twitter… #pdiperjuangan
283,"Kalo kader"" yg dibawah militan,nah para petinggi partai ini, apakah sejalan dengan kader yg dibawah. Lagian apa dampak ya sebelum ada putusan MK 60,kalo 
@PKSejahtera
 tidak gabung dengan Kim ???"
284,"Setelah Putusan MK, Poster Bakal Calon Walikota Tangerang Bermunculan https://gesuri.id/pemilu/setelah-putusan-mk-poster-bakal-calon-walikota-tangerang-bermunculan-b2kDgZQhQ?utm_source=dlvr.it&utm_medium=twitter… #pdiperjuangan"
285,"1. Revisi UU KPK
2. Putusan MK terkait perubahan syarat usia capres/cawapres 
3. (Rencana) revisi UU Pilkada  

Are the dots connected now?"
286,Pdhl kmaren stuju dgn putusan mengkaji kembali putusan MK.. Giliran di demo baru balik badan sok jadi pahlawan di hati rakyat... Wkwkwk
287,"Aktor Reza Rahadian turut aksi 22 Agustus 2024 mendukung putusan MK 60 dan 70.

Reza Rahadian ini dulunya Jokower kelas berat. Sekarang melawan keputusan2 politik Jokowi

#JokowiBozzSilfester 
#JokowiBozzSilfester"
288,Agenda realistisnya sudah sedikit tercapai. Putusan MK tidak dianulir. Sebuah langkah kecil yg melegakan.
289,"Soal Penjegalan Putusan MK, Said Didu Sebut Prabowo Nyaris jadi Boneka “Mulyono”"
290,"tapi di tingkat 1 tingkat 2 pks signifikan, dki , depok jadi mayoritas, di ousat berarti calegnya kalah tenar, untuk dki masa pemenang pileg setelah putusan mk ga nyalonin kadernya , kan lucu"
291,Iya karna berita pencatutan sebelum putusan mk terbit (treshold masih 20%)
292,"Keren, pembenaran partai Dakwah deal dealan dgn penguasa memang harus dengan istilah agama juga.
Padahal, putusan MK itu jadi tonggak sejarah bukti konsistensi partai, mau ikut elit atau dengar aspirasi masyarakat.
& PKS memilih yg benefitnya banyak, benefit duniawi "
293,murah ga kak?
294,hbd pakdee 
295,"Aksi Damai KNPI Bontang Dukung Putusan MK, Dewan Siap Terima Aspirasi Pemuda"
296,"Gambar kiri sdh dijawab. Gambar kanan itu bentuk konsistensi aleg PKS sedari awal, bahwa mereka menolak MK buat norma baru terkait pemilu, sama halnya dulu mereka menolak MK buat norma baru sehingga Gibran bisa ikut pilpres. Tapi mereka tetap tunduk terhadap hasil putusan MK itu."
297,Mbak baca putusan MK terkait gratifikasi terhadap keluarga pejabat publik deh.. nnti kelihatan begonya komen kek gini..
298,"Urutan kejadian:
1. Mantu flexing naik jet dan suami nemenin sambil tunggu hasil sidang DPR putusan MK
2. Rakyat unjuk rasa RUU Pilkada, DPR batal bahas RUU
3. Netijen fokus soal gratifikasi dan ndesak KPK
4. KPK bantah ragu² panggil Paesong
5. Pencebok belain mantu
6. KPK stop"
299,"Lewat channel yt nya bang feri amsari, Khoirunissa Agustyati (Ninis) bersama Heroik Mutaqim dari Perludem kembali membidas demokrasi Pilkada paska Putusan MK No 60 dan 70. Gimana video selengkapnya nonton disini"
300,Kejujuran diuji oleh putusan MK. Kalau emang PKS jujur mereka tetap bisa dukung AMAN
301,"asbun bener jadi orang dari kemarin juga udah didemo didepan patung kuda sama BEM digubris juga kagak, gausah bikin alibi seakan demo kawal putusan MK ini ga penting konstitusi loh final dan mengikat makan duit haram mulu sih jadi buzzer"
302,kemarin sebagai prolog adik2 mahasiswa anak2 SMK civitas akademika rakyat gojek buruh berunjuk rasa menuntut kawal putusan MK... semoga menjadi tumpuan perjuangan selanjutnya sampai tegaknya Demokrasi serta tumbangnya politik dinasti...!!!
303,Katanya ngusung Anies rugi...kok sempet keluar SK dukung Anies....katanya gak ada kuota buat dukung Anies...kok setelah putusan MK gak dukung Anies lagi yah max minimal keluar Kim dan usung kader sendiri lha...ini mah gak beranjak ..eta terangkanlah
304,Putusan MK diumumkan setelah RIDO Deklarasi jadi g mungkin lah ujug2 diralat bisa jadi itu jg cara mereka memisahkan anies-pks mereka takut kalo 2 elemen ini terus bersatu 2029 akan menjadi besar & jd ancaman buat mereka. Mending sudahi saling menyalahkan karena kemungkinan
305,"narasi yg disampaikan abang ini bisa dipatahkan setelah hasil putusan MK. jika PKS mau & melihat dinamika di akar rumput, sebenarnya bisa menyabut dukungan ke RK seperti yg dilakukan Golkar di banten cabut dukungan lalu berikan ke Airin. tapi tentu politik tidak ke naif itu"
306,Otak warasku tdk menyalahkan mahasiswa atau siapapun yg demo.. karena dari demo mereka ada faedah dan manfaat utk kita yg tdk ikut demo.. jika mereka tdk demo anda yakin Senayan tidak merevisi UU pilkada melawan putusan MK hahh ???
307,"Setelah adanya Putusan MK minimal bisa mengurangi jumlah Kotak Kosong.

Padahal KPU juga telah ambil kebijakan teknis perpanjangan pendaftaran di tempat yg ada KK tsb.

Selain masih ada, syaratnya justru buat sulit ada pendatang baru?"
308,Kapan buka di Bandung ndut?
309,"masuk ke dasbord, abis itu unduh data invoice, nantik bentukannya bisa excel"
310,"Bawaslu Awasi Langsung Rekapitulasi dan Penetapan Hasil Pemilu 2024 Pasca-putusan MK https://indopos.co.id/nasional/2024/07/30/bawaslu-awasi-langsung-rekapitulasi-dan-penetapan-hasil-pemilu-2024-pasca-putusan-mk/… 

#Bawaslu #PilkadaSerentak2024 #indopos #indoposco"
